2.0000,-0.0637,0.2063,3.1383,308.3990,202.4538,2.0000,0.0000,0.0000,0.0000,0.0006,0.9995,0.0122,0.0290
2.0000,-0.0638,0.2799,3.1372,308.3802,189.0304,2.0000,0.0000,0.0000,1.0000,0.0193,0.0077,-0.0018,0.9998
2.0000,-0.0597,0.6479,3.1340,309.1240,121.8962,2.0000,0.0000,1.0000,2.0000,-0.0025,0.0001,0.0063,1.0000
2.0000,-0.0626,0.8377,3.0918,308.4336,85.2150,2.0000,0.0000,2.0000,3.0000,0.1043,0.0018,-0.0174,0.9944
2.0000,-0.2380,0.5241,3.1530,276.8780,145.0420,2.0000,0.0000,2.0000,4.0000,0.0268,-0.0521,0.8879,-0.4564
2.0000,-0.3038,0.2398,3.1674,265.2033,196.7457,2.0000,0.0000,4.0000,5.0000,0.1094,0.2343,-0.3425,0.9032
2.0000,-0.3152,0.0211,3.1058,262.0190,236.1143,2.0000,0.0000,5.0000,6.0000,0.1825,0.0000,-0.0000,0.9832
2.0000,-0.3019,-0.0726,3.0761,263.9423,253.4909,2.0000,0.0000,6.0000,7.0000,0.0594,-0.0043,-0.0726,0.9956
2.0000,0.1079,0.5322,3.1677,339.4506,144.0233,2.0000,0.0000,2.0000,8.0000,-0.0291,-0.0546,0.8807,0.4696
2.0000,0.1776,0.2436,3.2036,351.6643,196.5649,2.0000,0.0000,8.0000,9.0000,0.0152,-0.0521,0.3533,0.9339
2.0000,0.2047,0.0062,3.1764,356.8172,238.8855,2.0000,0.0000,9.0000,10.0000,0.1160,-0.0073,0.0623,0.9913
2.0000,0.2019,-0.0929,3.1707,356.3696,256.7297,2.0000,0.0000,10.0000,11.0000,-0.0277,-0.0020,0.0712,0.9971
2.0000,-0.1405,0.1285,3.1319,294.3640,216.5587,2.0000,0.0000,0.0000,12.0000,-0.0000,0.0000,0.9251,-0.3796
2.0000,-0.1670,-0.4448,3.2651,290.7745,317.8237,2.0000,0.0000,12.0000,13.0000,-0.1168,0.0500,-0.3628,0.9232
2.0000,-0.1768,-0.7900,3.3289,289.6537,375.5598,2.0000,0.0000,13.0000,14.0000,0.0231,0.0002,-0.0072,0.9997
2.0000,-0.2188,-0.8677,3.2475,281.5195,392.6340,2.0000,0.0000,14.0000,15.0000,0.4578,-0.0902,0.1710,0.8678
2.0000,0.0131,0.1282,3.1409,322.3743,216.6809,2.0000,0.0000,0.0000,16.0000,-0.0000,0.0000,0.9251,0.3798
2.0000,0.0223,-0.4236,3.2833,323.8745,313.6981,2.0000,0.0000,16.0000,17.0000,-0.1262,-0.0542,0.3612,0.9223
2.0000,0.0406,-0.7895,3.3340,326.9616,375.2710,2.0000,0.0000,17.0000,18.0000,0.0581,0.0008,-0.0136,0.9982
2.0000,0.0688,-0.8672,3.2925,331.9360,390.4615,2.0000,0.0000,18.0000,19.0000,0.3079,0.0368,-0.1127,0.9440
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
